#Gender,Age,Heightin,Weightlbs,WritingPreference
F,31,63,165,R
F,32,65,149,R
F,32,63,156,L
F,24,69,170,R
F,24,62,117,R
F,32,64,135,R
F,32,64,140,R
F,27,66,172,R
F,27,64,131,R
F,41,62,162,L
F,38,63,145,R
F,26,65,149,R
F,25,64,132,R
F,20,70,158,N
F,26,60,118,R
F,42,69,165,R
F,20,65,132,R
F,34,59,110,R
F,31,62,140,R
F,20,65,147,R
F,21,66,137,R
F,19,60,130,R
F,27,64,135,R
F,24,63,135,R
F,42,66,171,R
F,43,61,163,L
F,31,65,137,R
F,37,60,147,R
F,27,63,115,R
F,24,64,140,R
F,24,65,153,R
F,36,68,158,L
F,22,66,145,L
F,24,65,180,L
F,26,64,138,R
F,32,62,133,R
F,45,63,125,R
F,29,66,111,R
F,21,63,136,L
F,21,67,180,R
F,40,64,120,R
F,34,62,141,L
F,21,62,119,R
F,24,65,126,R
F,30,63,140,R
F,21,64,140,R
F,21,62,132,L
F,41,62,125,R
F,27,64,130,R
F,39,66,179,R
F,32,67,140,R
F,24,69,140,R
F,24,64,120,R
F,35,67,175,R
F,24,62,148,L
F,35,64,147,R
F,23,65,125,R
F,41,65,162,R
F,39,66,116,L
F,39,66,169,R
F,46,62,130,R
F,42,64,159,R
F,50,64,140,R
F,44,66,172,R
F,45,64,161,R
F,47,62,126,R
F,42,65,145,R
F,45,65,157,R
F,39,64,149,R
F,44,69,210,R
F,44,65,157,R
F,25,60,155,R
F,37,63,144,R
F,46,60,115,R
F,48,63,122,L
F,38,70,180,R
F,44,68,159,R
F,45,65,145,R
F,48,60,140,R
F,41,66,145,R
F,52,65,145,N
F,45,67,169,R
F,44,64,157,R
F,33,62,135,R
F,48,64,128,R
F,19,64,120,R
F,27,64,151,R
F,39,64,150,R
F,27,61,127,R
F,49,65,121,R
F,30,67,158,R
F,23,67,141,R
F,23,67,185,R
F,23,66,145,R
F,27,64,124,R
F,41,64,125,R
F,22,64,138,L
F,26,59,137,R
F,21,62,105,R
F,21,63,137,R
F,32,67,141,R
F,27,64,180,R
F,23,68,156,R
F,24,62,120,R
F,28,60,105,L
F,35,64,145,R
F,23,66,160,R
F,37,64,130,R
F,27,68,175,R
F,20,68,167,R
F,33,66,103,R
F,35,63,119,R
F,37,69,168,R
F,43,62,147,R
F,31,64,149,R
F,28,62,150,R
F,27,66,128,R
F,48,65,165,L
F,28,65,148,R
F,21,72,171,R
F,22,66,174,R
F,22,66,133,R
F,21,61,164,L
F,37,66,160,R
F,44,64,143,R
F,26,68,148,R
F,30,65,160,R
F,34,67,124,R
F,21,62,130,R
F,28,64,145,L
F,31,60,124,R
F,27,66,120,R
F,51,61,105,R
F,22,65,120,R
F,26,67,163,R
F,24,59,140,R
F,41,61,135,R
F,22,62,137,R
F,23,63,125,R
F,21,62,170,R
F,25,63,145,R
F,24,62,153,R
F,20,62,141,R
F,25,61,116,R
F,23,63,118,R
F,23,61,131,R
F,29,63,145,R
F,23,64,159,R
F,45,67,140,L
F,23,63,142,R
F,24,64,147,R
F,22,66,167,R
F,23,65,120,R
F,27,63,154,L
F,37,63,138,R
F,31,64,145,R
F,44,63,156,R
F,28,63,150,R
F,39,68,183,R
F,28,64,143,R
F,22,65,125,R
F,44,63,162,R
F,45,64,161,R
F,26,69,125,R
F,24,80,160,R
F,50,71,198,R
F,27,67,160,L
F,49,65,135,R
F,21,63,125,R
F,24,63,130,R
F,48,64,143,R
F,40,64,180,R
F,37,68,166,R
F,37,65,150,R
F,48,60,127,R
F,23,66,130,R
F,23,64,120,R
F,32,66,180,L
F,29,65,129,R
F,37,67,140,R
F,44,66,153,R
F,44,65,143,R
F,31,65,135,R
F,26,64,165,R
F,24,60,125,R
F,24,64,120,R
F,20,66,130,L
F,31,64,198,R
F,22,59,150,R
F,21,64,135,R
F,24,63,110,R
F,25,67,178,R
F,39,62,127,R
F,28,64,160,R
F,28,66,130,L
F,49,63,150,R
F,27,63,180,R
F,32,64,130,R
F,30,69,205,R
F,23,62,185,R
F,30,62,183,R
F,22,64,140,L
F,35,69,200,R
F,31,67,185,L
F,32,70,188,R
F,40,62,127,R
F,29,67,150,R
F,26,66,150,R
F,45,62,165,R
F,21,66,153,R
F,30,62,140,R
F,39,62,125,R
F,18,64,142,R
F,24,63,102,R
F,39,62,148,R
F,37,63,180,R
F,20,66,168,R
F,29,64,128,R
F,25,66,120,L
F,27,64,160,R
F,19,59,86,R
F,22,68,187,R
F,27,68,146,R
F,21,59,138,R
F,28,62,132,R
F,42,69,155,R
F,22,66,164,R
F,21,65,126,R
F,25,64,125,L
F,29,64,140,R
F,40,62,168,R
F,36,66,155,R
F,44,62,123,R
F,27,68,168,R
F,27,62,160,R
F,29,63,150,R
F,28,71,200,R
F,26,63,145,R
F,35,64,125,R
F,41,62,124,R
F,40,62,143,R
F,52,59,145,L
F,29,66,168,R
F,25,64,145,R
F,33,66,150,R
F,47,62,140,R
F,20,64,128,L
F,23,61,162,L
F,23,66,129,L
F,37,63,165,R
F,22,67,158,R
F,27,66,180,R
F,26,69,170,L
F,22,68,183,R
F,33,72,178,N
F,29,66,162,R
F,24,63,135,L
F,34,64,145,R
F,30,65,150,R
F,22,62,110,R
F,26,65,142,R
F,23,65,140,R
F,19,64,138,R
F,36,64,180,R
F,23,69,137,R
F,24,63,145,L
F,27,63,135,R
F,27,62,156,R
F,30,63,150,R
F,27,64,164,R
F,29,64,124,R
F,21,65,152,R
F,32,68,218,R
F,39,66,110,L
F,29,66,176,R
F,46,64,153,R
F,45,60,135,L
F,32,67,152,R
F,24,66,170,R
F,29,65,170,R
F,26,70,180,R
F,22,63,105,R
F,24,62,131,R
F,25,71,160,R
F,32,68,173,R
F,26,66,145,R
F,29,64,155,R
F,27,66,133,R
F,21,65,135,R
F,19,66,165,R
F,20,70,147,R
F,34,67,175,R
F,33,63,111,R
F,20,64,142,R
F,19,62,95,R
F,28,63,157,R
F,27,67,170,R
F,23,63,135,R
F,23,68,165,R
F,26,65,155,R
F,21,62,128,R
F,24,63,134,R
F,19,66,145,R
F,27,65,182,R
F,21,67,128,L
F,24,66,136,L
F,30,67,160,L
F,26,63,134,R
F,30,66,192,R
F,39,62,165,R
F,33,65,150,R
F,29,66,165,R
F,25,59,108,R
F,34,64,128,R
F,30,66,153,L
F,33,64,133,R
F,26,68,175,R
F,19,69,165,R
F,26,70,175,R
F,23,68,150,R
F,21,66,150,R
F,21,62,124,R
F,26,64,175,R
F,43,66,160,R
F,31,66,164,R
F,35,71,190,L
F,46,63,138,R
F,52,69,195,R
F,28,61,124,R
F,24,65,215,R
F,35,61,119,R
F,40,62,128,R
F,22,62,152,R
F,34,68,155,R
F,23,65,170,R
F,38,64,156,L
F,25,69,152,R
F,32,64,128,R
F,33,69,180,R
F,30,62,138,R
F,37,66,120,R
F,23,64,127,R
F,23,65,170,L
F,25,64,153,R
F,21,65,130,R
F,20,64,130,R
F,22,66,145,R
F,19,64,120,R
F,24,67,130,R
F,24,64,127,R
F,26,62,110,R
F,22,65,130,R
F,23,69,148,R
F,19,61,110,R
F,29,67,125,R
F,24,62,160,R
F,26,65,155,R
F,24,69,145,R
F,28,64,155,R
F,23,64,130,R
F,25,69,145,R
F,24,69,168,R
F,26,69,155,R
F,26,67,166,R
F,31,67,143,R
F,26,67,170,R
F,24,73,150,R
F,22,66,142,R
F,23,69,150,R
F,45,64,138,L
F,26,59,96,R
F,28,63,130,R
F,36,70,200,R
F,25,62,150,R
F,32,71,181,R
F,24,66,130,R
F,25,63,159,R
F,28,69,171,R
F,29,66,145,R
F,36,65,150,R
F,44,68,150,R
F,33,62,128,R
F,28,66,164,R
F,45,63,177,L
F,37,63,122,R
F,38,66,140,R
F,24,62,135,R
F,22,65,125,R
F,40,75,136,R
F,38,66,173,R
F,25,62,140,R
F,48,67,175,R
F,40,60,142,R
F,32,65,169,R
F,39,65,150,R
F,29,69,187,R
F,30,66,165,R
F,28,60,119,R
F,42,67,170,L
F,28,64,153,R
F,28,63,175,R
F,28,69,187,R
F,41,63,140,R
F,35,66,137,R
F,26,67,130,R
F,26,68,181,R
F,27,66,173,L
F,26,63,160,R
F,26,62,141,R
F,41,66,162,L
F,34,61,122,R
F,35,66,168,R
F,31,70,165,R
F,27,64,175,R
F,37,64,154,R
F,27,68,150,R
F,37,66,160,R
F,53,64,165,R
F,27,69,171,R
F,27,66,160,R
F,27,66,145,R
F,26,69,171,R
F,28,68,168,R
F,29,67,142,R
F,44,62,114,R
F,27,64,130,R
F,29,62,130,R
F,31,61,111,R
F,30,63,147,R
F,37,65,135,R
F,31,66,125,R
F,26,66,145,R
F,35,69,150,R
F,26,70,167,R
F,33,63,170,R
F,35,64,170,R
F,34,64,157,R
F,26,60,113,R
F,31,60,140,R
F,24,62,145,R
F,41,67,198,R
F,35,63,147,R
F,45,63,120,R
F,27,69,163,R
F,26,66,128,R
F,32,69,163,R
F,33,64,155,R
F,26,65,150,R
F,29,66,127,L
F,35,69,130,R
F,40,63,160,R
F,34,64,146,R
F,40,62,142,N
F,32,65,162,R
F,23,65,130,R
F,30,68,160,R
F,30,68,155,L
F,35,64,160,R
F,38,67,160,N
F,41,65,140,L
F,25,66,135,R
F,22,64,125,R
F,25,67,135,R
F,39,64,140,R
F,25,64,128,R
F,33,66,160,L
F,31,69,192,R
F,31,64,135,R
F,27,63,115,R
F,25,62,120,R
F,38,62,115,R
F,20,62,139,R
F,42,69,160,R
F,31,62,155,R
F,33,66,152,R
F,26,63,146,R
F,20,66,141,R
F,20,60,142,R
F,23,63,125,R
F,25,68,160,R
F,25,67,175,R
F,25,64,136,R
F,23,66,137,R
F,29,66,128,R
F,38,59,148,R
F,32,68,197,R
F,26,61,136,R
F,28,66,172,R
F,28,62,144,R
F,31,65,183,R
F,26,63,143,R
F,36,62,136,R
F,35,66,198,R
F,19,65,160,L
F,24,66,135,R
F,22,66,124,R
F,21,65,170,R
F,20,61,125,R
F,29,69,195,R
F,31,63,185,R
F,24,62,110,R
F,23,66,141,R
F,21,61,152,R
F,22,61,144,N
F,21,61,132,R
F,21,64,162,R
F,19,66,168,N
F,28,63,142,L
F,26,66,163,R
F,39,66,117,R
F,24,63,138,R
F,38,66,174,R
F,45,62,126,R
F,23,62,144,R
F,38,63,123,R
F,24,63,140,R
F,41,68,153,R
F,30,64,125,R
F,31,62,140,R
F,33,66,132,R
F,34,63,160,R
F,31,64,165,R
F,33,59,150,R
F,28,69,160,R
F,27,60,112,R
F,27,69,148,R
F,26,67,148,L
F,33,64,149,R
F,24,66,145,R
F,24,62,135,R
F,28,65,140,R
F,20,57,124,R
F,29,65,120,R
F,24,63,150,R
F,23,60,90,L
F,21,62,159,R
F,38,63,155,R
F,19,67,163,R
F,18,66,145,L
F,35,62,129,R
F,25,61,162,R
F,18,60,131,R
F,21,65,125,R
F,21,62,140,R
F,31,60,124,R
F,20,68,145,R
F,35,64,152,R
F,26,73,200,R
F,19,64,105,R
F,22,72,165,R
F,25,66,125,R
F,25,64,140,L
F,28,67,150,R
F,21,71,208,L
F,19,61,139,R
F,19,60,115,R
F,41,63,150,R
F,20,68,160,R
F,33,72,195,R
F,20,66,141,R
F,23,62,118,R
F,27,61,124,R
F,26,65,147,R
F,36,66,132,R
F,56,62,146,R
F,29,63,130,R
F,28,63,130,R
F,33,59,115,R
F,22,64,135,R
F,31,57,118,R
F,22,63,136,R
F,25,67,143,L
F,28,69,180,L
F,18,65,135,R
F,27,64,160,R
F,44,65,170,R
F,32,68,161,R
F,25,63,125,R
F,22,69,200,L
F,21,66,160,R
F,21,67,168,R
F,21,65,155,R
F,34,65,138,R
F,25,65,127,L
F,42,66,165,R
F,39,67,150,R
F,19,65,133,R
F,18,67,138,R
F,21,66,160,R
F,31,67,145,R
F,20,60,125,R
F,36,66,160,R
F,22,66,146,R
F,31,64,126,R
F,20,61,125,R
F,25,63,151,R
F,25,65,150,R
F,38,60,110,R
F,23,70,160,R
F,24,61,127,R
F,21,67,148,R
F,20,63,125,R
F,19,63,160,R
F,27,68,145,R
F,18,67,131,R
F,19,63,145,R
F,18,65,126,R
F,25,61,106,L
F,41,66,130,R
F,19,66,154,R
F,24,64,140,R
F,21,62,118,R
F,42,62,113,R
F,25,64,160,R
F,26,64,155,R
F,21,64,118,R
F,19,62,125,R
F,26,66,153,R
F,31,67,185,R
F,36,65,118,R
F,23,60,115,R
F,23,65,130,R
F,29,66,160,R
F,22,62,127,R
F,28,65,143,L
F,28,63,122,R
F,23,63,130,R
F,29,65,145,R
F,24,69,167,R
F,41,63,123,L
F,23,64,135,R
F,20,66,130,R
F,26,64,150,R
F,20,62,133,R
F,22,58,100,R
F,32,67,160,R
F,41,67,160,R
F,23,62,117,R
F,28,60,115,R
F,38,61,137,R
F,32,68,174,R
F,31,62,124,R
F,26,64,150,N
F,40,65,128,R
F,21,62,135,R
F,20,67,170,R
F,18,62,116,R
F,19,64,127,R
F,32,68,150,R
F,28,64,169,R
F,20,67,131,R
F,42,62,135,R
F,21,61,118,R
F,20,66,135,R
F,18,60,128,R
F,19,66,143,R
F,19,60,138,R
F,42,66,200,R
F,44,66,143,R
F,36,57,148,R
F,43,64,169,R
F,36,68,143,R
F,41,69,238,L
F,38,70,190,R
F,46,66,170,R
F,50,64,183,R
F,37,64,149,R
F,40,64,165,R
F,45,63,175,R
F,34,65,150,R
F,22,67,155,L
F,23,65,120,R
F,41,68,173,R
F,38,66,144,R
F,42,63,125,R
F,53,65,182,R
F,33,68,180,L
F,38,66,154,R
F,26,64,200,L
F,31,63,137,L
F,41,66,148,R
F,40,63,136,R
F,41,66,130,R
F,45,65,151,R
F,51,63,149,L
F,19,63,140,L
F,19,65,132,R
F,20,68,160,R
F,19,59,133,R
F,24,66,139,R
F,19,65,125,R
F,20,67,147,R
F,22,67,140,R
F,20,64,130,R
F,19,62,136,R
F,19,66,150,L
F,19,66,139,R
F,19,70,165,R
F,21,67,185,R
F,27,64,127,R
F,19,63,149,R
F,23,63,135,R
F,22,68,165,R
F,20,63,140,R
F,20,66,138,R
F,19,62,134,R
F,23,64,150,R
F,22,62,130,R
F,21,66,160,L
F,20,63,130,R
F,22,65,145,R
F,20,57,105,R
F,21,66,162,R
F,21,68,172,L
F,23,66,148,R
F,27,63,138,R
F,21,63,160,R
F,18,65,130,R
F,25,63,146,R
F,19,62,135,R
F,38,67,165,R
F,21,68,156,L
F,28,67,136,R
F,27,65,154,R
F,20,63,123,R
F,28,68,145,R
F,19,68,156,N
F,21,63,128,R
F,18,66,165,R
F,18,64,109,R
F,20,64,125,R
F,22,67,180,R
F,20,68,168,R
F,18,63,135,R
F,20,65,150,R
F,33,70,183,L
F,18,61,130,R
F,18,60,140,R
F,19,63,133,R
F,21,63,130,R
F,18,62,120,R
F,37,63,140,R
F,42,63,145,R
F,21,64,148,R
F,20,63,140,R
F,23,66,160,R
F,21,68,128,R
F,20,64,125,R
F,22,65,140,R
F,19,63,145,R
F,23,65,122,R
F,19,67,150,R
F,33,67,175,R
F,27,64,125,L
F,20,66,150,R
F,21,66,130,R
F,21,62,118,N
F,31,64,150,R
F,22,62,165,R
F,28,67,135,R
F,29,56,130,R
F,30,69,175,R
F,24,64,115,L
F,39,65,158,L
F,21,66,130,R
F,20,61,128,R
F,25,60,140,R
F,36,64,152,R
F,43,67,125,R
F,25,69,150,L
F,23,64,120,R
F,27,56,100,R
F,28,63,128,R
F,22,68,181,R
F,22,68,160,R
F,19,64,165,L
F,26,66,185,R
F,27,62,140,R
F,24,71,163,R
F,26,67,153,R
F,25,66,163,R
F,22,63,135,R
F,42,60,108,R
F,24,67,180,R
F,25,66,165,R
F,45,66,170,R
F,30,65,130,R
F,41,64,167,R
F,38,80,150,R
F,33,61,110,R
F,44,64,145,R
F,40,64,148,R
F,28,62,138,R
F,45,65,156,R
F,36,64,152,L
F,22,59,100,R
F,32,69,160,R
F,42,64,163,L
F,39,64,160,R
F,25,67,174,R
F,48,65,140,R
F,41,63,160,R
F,26,63,133,R
F,31,63,177,R
F,22,62,140,R
F,29,60,169,R
F,24,63,125,R
F,29,65,150,R
F,36,66,169,R
F,31,61,140,R
F,41,66,145,R
F,23,61,109,R
F,42,66,165,R
F,35,68,195,L
F,30,62,150,R
F,24,64,141,R
F,34,66,197,R
F,26,63,140,R
F,30,60,150,R
F,33,65,135,R
F,43,62,112,R
F,32,64,107,R
F,31,62,160,R
F,26,70,180,R
F,36,64,169,R
F,31,62,140,R
F,29,63,170,R
F,31,62,150,R
F,25,68,163,R
F,24,67,156,R
F,22,67,174,R
F,31,63,120,R
F,38,64,144,R
F,40,67,170,L
F,38,67,187,R
F,44,65,147,L
F,29,66,156,R
F,23,67,130,R
F,26,64,116,R
F,24,68,164,R
F,33,64,180,R
F,24,63,168,R
F,38,63,140,R
F,41,66,145,R
F,41,65,160,L
F,26,68,155,R
F,42,64,157,R
F,40,68,225,R
F,54,64,168,R
F,23,62,145,R
F,28,61,145,L
F,38,65,150,R
F,42,69,194,R
F,37,68,206,R
F,51,67,140,R
F,44,70,140,R
F,22,65,143,R
F,40,62,158,R
F,21,65,140,R
F,24,61,155,R
F,22,64,160,R
F,25,65,165,R
F,45,64,185,R
F,32,64,181,R
F,27,65,125,R
F,22,64,175,R
F,33,63,137,R
F,20,67,142,R
F,33,68,172,R
F,24,61,130,R
F,22,63,160,R
F,44,59,145,R
F,41,64,125,L
F,22,64,145,L
F,41,65,134,R
F,23,67,170,R
F,33,66,132,R
F,42,63,148,R
F,20,63,140,R
F,46,64,150,R
F,23,65,150,R
F,38,66,190,R
F,46,62,139,R
F,45,65,165,R
F,51,63,120,R
F,45,64,154,R
F,52,64,169,L
F,36,67,215,R
F,25,64,148,R
F,33,61,100,R
F,39,66,165,R
F,27,67,120,R
F,20,61,132,R
F,21,62,155,R
F,24,66,162,R
F,29,63,148,R
F,25,64,127,R
F,47,67,192,R
F,23,66,146,R
F,24,64,167,R
F,24,66,139,R
F,29,64,155,R
F,24,67,150,R
F,22,63,135,R
F,19,67,135,R
F,28,65,135,R
F,23,64,170,R
F,33,64,129,R
F,31,65,130,R
F,26,69,170,R
F,39,59,154,R
F,28,66,185,R
F,35,62,135,R
F,40,67,208,R
F,28,66,143,R
F,34,64,133,R
F,22,63,152,R
F,34,64,147,R
F,22,64,143,R
F,27,71,170,R
F,42,66,155,R
F,25,65,125,R
F,21,70,170,L
F,25,64,145,R
F,20,69,147,R
F,24,63,143,R
F,33,64,190,R
F,40,66,128,R
F,42,67,176,R
F,26,60,170,R
F,22,65,127,R
F,43,63,193,R
F,37,64,170,R
F,28,60,119,R
F,30,66,180,R
F,27,68,138,R
F,35,61,126,R
F,42,61,162,R
F,23,65,160,L
F,24,65,152,L
F,24,66,180,R
F,25,66,135,R
F,22,71,173,R
F,19,72,187,L
F,24,70,135,R
F,23,63,127,R
F,28,65,123,L
F,30,62,152,R
F,40,62,142,R
F,25,65,135,L
F,41,61,132,L
F,36,61,148,R
F,28,69,148,R
F,22,64,139,R
F,26,63,143,R
F,36,63,135,R
F,24,65,129,R
F,21,65,170,R
F,26,66,134,R
F,27,68,180,R
F,23,61,123,R
F,28,66,113,R
F,25,68,140,R
F,42,65,162,R
F,30,63,143,R
F,47,66,205,R
F,22,69,150,R
F,33,64,146,R
F,28,69,150,R
F,33,68,173,R
F,51,67,155,R
F,33,62,116,R
F,33,67,130,R
F,43,68,167,R
F,41,66,168,R
F,24,62,158,R
F,31,65,145,R
F,34,67,163,R
F,28,61,115,R
F,20,63,140,R
F,24,64,141,N
F,24,63,148,R
F,22,64,155,R
F,22,65,152,R
F,27,63,136,R
F,23,61,125,N
F,24,67,198,R
F,40,66,167,R
F,21,65,170,R
F,26,66,158,R
F,20,63,127,R
F,24,63,135,R
F,25,66,190,R
F,21,61,120,L
F,38,62,153,R
F,21,59,130,R
F,22,61,110,R
F,18,66,158,R
F,21,66,114,R
F,21,66,125,R
F,18,63,108,R
F,22,64,135,R
F,26,64,135,R
F,18,60,120,R
F,22,58,114,R
F,18,65,150,R
F,30,63,150,R
F,29,63,138,L
F,25,66,160,R
F,33,64,140,L
F,32,69,172,R
F,29,64,133,R
F,37,67,169,R
F,23,65,135,R
F,29,60,102,R
F,19,65,125,R
F,20,62,125,L
F,21,65,142,R
F,18,63,130,R
F,19,61,115,R
F,18,62,140,R
F,18,63,140,L
F,18,66,142,R
F,21,62,125,R
F,18,66,140,R
F,19,63,138,R
F,21,66,118,R
F,19,68,150,R
F,19,65,157,R
F,21,64,148,R
F,21,64,145,R
F,22,67,140,R
F,18,67,145,R
F,18,61,112,R
F,18,64,117,N
F,36,70,158,R
F,49,66,165,R
F,52,63,135,R
F,22,59,95,R
F,29,63,165,R
F,27,63,155,R
F,41,65,150,R
F,19,65,150,R
F,21,68,150,R
F,21,64,132,R
F,21,65,158,R
F,20,62,135,R
F,18,61,130,R
F,19,67,165,R
F,19,67,170,R
F,25,63,120,R
F,29,63,145,R
F,20,69,135,R
F,19,66,165,R
F,23,68,142,R
F,20,63,150,R
F,21,64,150,L
F,21,59,103,R
F,18,62,135,R
F,19,67,183,R
F,22,65,145,R
F,18,62,154,R
F,26,63,130,R
F,30,65,145,R
F,29,69,148,R
F,54,65,148,R
F,27,70,195,R
F,21,60,140,R
F,37,66,185,R
F,23,62,126,R
F,18,59,130,R
F,18,66,135,R
F,19,70,155,R
F,19,64,120,R
F,19,63,115,R
F,19,64,123,R
F,34,62,140,R
F,18,62,120,R
F,29,65,140,R
F,20,67,155,R
F,19,61,130,L
F,18,64,130,R
F,19,64,122,R
F,23,61,120,R
F,28,63,175,R
F,21,64,127,R
F,20,67,160,R
F,18,65,160,R
F,39,62,145,R
F,20,67,165,R
F,23,63,110,L
F,20,61,105,R
F,29,67,184,R
F,18,63,152,R
F,18,66,137,R
F,18,67,157,R
F,19,61,110,R
F,24,70,160,R
F,23,68,150,R
F,41,63,132,R
F,23,67,133,R
F,24,66,145,R
F,24,60,110,R
F,28,66,157,R
F,18,66,150,L
F,24,63,143,L
F,19,65,170,R
F,20,64,160,R
F,32,67,170,R
F,31,65,115,R
F,41,67,148,R
F,42,63,161,R
F,31,63,120,R
F,27,66,130,R
F,24,65,154,R
F,28,63,147,R
F,28,64,150,R
F,36,66,154,R
F,27,62,134,R
F,39,67,168,L
F,29,63,152,R
F,28,64,127,R
F,44,65,180,R
F,41,68,144,R
F,21,66,145,R
F,19,64,165,R
F,19,65,147,R
F,27,64,145,R
F,20,68,150,R
F,22,69,139,R
F,24,69,132,R
F,42,61,106,R
F,38,65,162,R
F,40,71,223,R
F,43,63,144,L
F,26,66,160,R
F,48,65,194,R
F,41,62,160,R
F,21,62,137,R
F,29,63,150,R
F,30,61,135,R
F,18,63,140,R
F,32,67,150,R
F,42,65,143,R
F,24,62,115,R
F,32,62,127,R
F,29,67,196,R
F,18,67,157,R
F,19,60,126,R
F,18,64,135,R
F,21,64,135,R
F,21,59,140,R
F,28,65,150,R
F,25,63,130,R
F,25,67,180,L
F,22,64,161,N
F,41,65,161,R
F,43,64,105,R
F,33,65,132,R
F,30,63,113,R
F,45,66,156,N
F,25,70,187,R
F,38,61,116,R
F,35,66,159,R
F,30,63,135,R
F,35,63,120,R
F,22,63,124,R
F,22,62,135,R
F,28,64,120,R
F,27,62,138,R
F,27,67,167,R
F,27,66,160,R
F,31,67,170,R
F,31,65,126,R
F,44,64,185,R
F,30,62,181,R
F,30,68,177,R
F,45,60,127,R
F,28,60,132,R
F,26,67,148,R
F,30,61,145,R
F,21,64,140,R
F,18,69,127,R
F,18,62,135,R
F,22,63,131,R
F,19,64,148,R
F,40,67,150,R
F,22,63,132,R
F,33,63,147,L
F,22,61,120,R
F,33,65,117,R
F,18,66,144,L
F,33,65,154,R
F,27,60,138,R
F,20,62,140,R
F,18,64,115,R
F,23,64,132,L
F,19,59,114,R
F,18,60,116,R
F,19,68,165,R
F,20,62,130,R
F,22,64,155,R
F,18,67,135,R
F,30,64,156,R
F,35,69,178,R
F,19,61,117,R
F,20,66,138,R
F,20,63,140,R
F,20,64,160,R
F,40,64,140,R
F,23,66,166,R
F,18,64,146,R
F,19,67,140,R
F,18,65,170,R
F,22,70,178,R
F,19,67,140,N
F,24,65,135,R
F,18,68,162,R
F,20,68,120,R
F,22,66,160,N
F,19,61,135,L
F,18,61,104,R
F,19,60,130,R
F,22,66,145,R
F,21,58,103,R
F,26,70,155,R
F,18,62,145,R
F,22,67,130,R
F,20,63,140,R
F,39,63,137,R
F,28,65,160,R
F,27,70,184,R
F,38,64,165,R
F,38,64,174,R
F,43,68,190,R
F,19,63,130,R
F,18,64,120,R
F,18,64,138,R
F,27,66,170,R
F,26,65,134,L
F,19,63,117,R
F,39,64,135,R
F,25,67,180,R
F,30,60,130,L
F,41,60,132,R
F,45,66,190,L
F,35,67,185,R
F,43,64,169,R
F,42,66,140,R
F,41,65,122,R
F,23,60,170,R
F,29,64,159,R
F,25,67,186,L
F,50,61,140,R
F,30,60,114,R
F,47,65,158,R
F,29,65,175,R
F,28,62,108,R
F,28,63,172,R
F,29,66,200,R
F,25,69,133,R
F,30,60,164,R
F,27,67,210,R
F,24,64,140,R
F,27,61,155,R
F,49,62,135,R
F,30,65,131,L
F,27,64,115,R
F,55,64,138,R
F,39,67,198,R
F,32,63,183,R
F,50,66,189,R
F,30,63,148,R
F,26,64,119,R
F,58,64,156,L
F,35,62,116,R
F,44,64,160,R
F,37,66,130,R
F,36,65,160,R
F,23,64,136,L
F,30,63,153,R
F,41,63,133,R
F,31,66,150,R
F,40,62,120,R
F,28,66,141,R
F,41,66,137,R
F,43,65,144,R
F,40,64,162,R
F,32,71,180,R
F,24,59,153,R
F,45,62,150,R
F,31,62,154,R
F,44,62,140,R
F,25,64,140,R
F,41,69,184,L
F,26,62,135,R
F,20,70,155,R
F,23,62,125,R
F,29,64,142,R
F,34,64,153,R
F,34,66,168,R
F,19,67,145,R
F,25,69,135,R
F,24,67,190,R
F,23,66,148,R
F,42,62,172,R
F,23,62,150,R
F,21,62,115,R
F,40,60,120,R
F,22,65,204,R
F,25,65,195,R
F,46,67,170,R
F,42,62,161,R
F,31,65,167,R
F,33,67,170,R
F,24,64,165,R
F,22,66,140,R
F,37,64,130,R
F,46,66,164,R
F,46,62,175,R
F,41,66,200,R
F,27,61,128,R
F,44,65,137,N
F,42,67,158,R
F,20,71,175,R
F,32,61,135,L
F,37,67,170,R
F,25,63,136,R
F,41,60,190,R
F,25,65,148,L
F,20,68,145,R
F,19,62,142,L
F,25,65,138,R
F,25,66,149,R
F,36,63,157,R
F,26,67,217,R
F,44,68,210,R
F,22,62,108,R
F,28,62,121,R
F,29,66,143,R
F,23,65,112,R
F,36,62,143,R
F,23,60,128,R
F,28,64,147,R
F,21,65,145,L
F,25,65,130,R
F,28,65,200,R
F,23,63,135,R
F,30,65,155,R
F,31,63,130,R
F,40,63,160,R
F,31,60,125,R
F,25,62,150,R
F,30,63,154,R
F,43,64,165,R
F,48,67,165,R
F,38,64,130,L
F,46,65,135,R
F,24,73,200,L
F,21,64,110,R
F,24,67,150,R
F,53,61,123,R
F,27,67,133,R
F,30,66,154,R
F,21,63,130,R
F,21,65,127,R
F,32,62,185,R
F,22,66,130,R
F,31,66,147,R
F,26,63,150,R
F,20,62,106,R
F,18,67,158,R
F,21,63,116,R
F,22,63,140,R
F,30,67,177,L
F,21,68,155,R
F,23,69,134,R
F,31,63,120,R
F,23,64,145,R
F,31,66,170,R
F,42,63,129,R
F,19,62,110,R
F,21,64,160,R
F,18,64,145,L
F,25,64,140,R
F,25,62,124,R
F,33,60,122,R
F,42,64,148,R
F,20,64,127,R
F,25,66,174,R
F,31,62,140,R
F,21,64,160,R
F,37,69,174,R
F,27,63,140,R
F,27,62,138,R
F,26,65,153,R
F,26,62,130,R
